('2017-04-17 05:01:47', 'RT @420WeedStreet: $SPY $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY $PCLN https://t.äó_'),,,,,
('2017-04-17 05:01:46', 'RT @420WeedStreet: $SPY $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY https://t.co/v0näó_'),,,,,
('2017-04-17 04:58:53', '$SPY $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY $PCLN https://t.co/02HDIFTdwx'),,,,,
('2017-04-17 04:58:20', '$SPY $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY https://t.co/v0nvRZgdWO'),,,,,
('2017-04-17 01:41:37'," ""$GS $JPM $MS running the show. Want to weed out retail taking profits. This sucks big time if true. I'm out of a job https://t.co/ZTJdZFPLQg"")",,,,,
('2017-04-17 01:27:56', 'RT @MagnoliaG2012: Can You Invest With A Conscience? https://t.co/Ee1mitwFKt $BA $CVX $CXW $GD $GEO $HD $JPM $KO $LMT $LOW $MA $MCD $MO $PEäó_'),,,,,
('2017-04-17 01:25:27', 'Can You Invest With A Conscience? https://t.co/Ee1mitwFKt $BA $CVX $CXW $GD $GEO $HD $JPM $KO $LMT $LOW $MA $MCD $MO $PEP $RTN $SBUX $V'),,,,,
('2017-04-17 01:19:50', 'RT @TalkMarkets: Top 4 Trading Assets This Week - Sunday, April 16 $BAC $CAT $CVX $DIS $GS $JPM $V $WFC $XOM $FXE $GBB $OIL ... https://t.cäó_'),,,,
('2017-04-17 01:16:09', 'Top 4 Trading Assets This Week - Sunday, April 16 $BAC $CAT $CVX $DIS $GS $JPM $V $WFC $XOM $FXE $GBB $OIL ... https://t.co/kepniIaZgt'),,,,
('2017-04-17 00:51:32', 'RT @brianfires: ***WARNING*** $agn $VRX $TWTR $IPXL $SPY $SNAP $AAPL $MYL $MRK $tst $eXel $JNJ $KO $PeP $GOOGL $GOOG $ORCL $BRK $IeP $MSFTäó_'),,,,,
('2017-04-17 00:47:30', 'RT @420WeedStreet: $SPY @MikePenceVP NICE!! @POTUS N.Korea  $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $Däó_'),,,,,
('2017-04-17 00:44:09', '$SPY @MikePenceVP NICE!! @POTUS N.Korea  $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FBäó_ https://t.co/ayAPt6nVcR'),,,,,
('2017-04-17 00:35:08', '$GE $GS $HD $IBM $INTC $JNJ $JPM Long and short positions from the Dow Jones, up to 70% YTD. https://t.co/sjQjlxfmsp $DJIA $DIA $SPY $MSFT'),,,,
('2017-04-17 00:29:19', 'Like other financials, $JPM has cooled by around -10% since the March high. Unless no rate hike in June/July.. bulläó_ https://t.co/nrhHAl4k8f'),,,,
('2017-04-17 00:19:14', 'RT @420WeedStreet: $SPY WWIII ?? $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY $PCLN häó_'),,,,,
('2017-04-17 00:16:20', '$SPY WWIII ?? $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXYäó_ https://t.co/SbYLUW7cY0'),,,,,
('2017-04-17 00:15:56', '***WARNING*** $agn $VRX $TWTR $IPXL $SPY $SNAP $AAPL $MYL $MRK $tst $eXel $JNJ $KO $PeP $GOOGL $GOOG $ORCL $BRKäó_ https://t.co/s452ngAJMh'),,,,,
('2017-04-17 00:15:11', 'RT @420WeedStreet: $SPY China AND Russia?!!  @POTUS $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USOäó_'),,,,,
('2017-04-17 00:11:49', '$SPY China AND Russia?!!  @POTUS $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIAäó_ https://t.co/wQaavM2HDK'),,,,,
('2017-04-16 23:55:07', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/iA6xSQfPfU_—_ https://t.co/51HE6ym9BE'),,,,,
('2017-04-16 23:55:07', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/i9BeIQvSgB_—_ https://t.co/AGFk2qYRMm'),,,,,
('2017-04-16 23:55:07', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/T9IbOejgMI_—_ https://t.co/SuJKtLKfE7'),,,,,
